State,Governor,Party,Speech
South Carolina,Henry McMaster,Republican,"To these ends, I recently established the South Carolina Floodwater Commission. It is unique in the United States. The commission’s purpose is to provide guidance, solutions and opportunities presented by inland and coastal flooding and all that entails. Its scope will be global, to be applied here."
South Carolina,Henry McMaster,Republican,"Such an effort requires extraordinary leadership. That is why I have asked another South Carolina leader to chair the commission. Noted attorney, former JAG officer and former commander of the South Carolina State Guard, General Tom Mullikin, please stand and be recognized."
South Carolina,Henry McMaster,Republican,"Economic prosperity requires that we address water in a comprehensive fashion – whether it is flooding, sea rise, aquifer depletion, or upstream withdrawal. Make no mistake – a plentiful water supply is essential to our manufacturing, agricultural and tourism industries as well as our quality of life. "
South Carolina,Henry McMaster,Republican,"That means that we must stand firmly against all efforts to endanger the future of our pristine coastline, our beaches, our sea islands, our marshes, and our watersheds."
South Carolina,Henry McMaster,Republican,"Ladies and gentlemen, that means we will not have offshore testing or drilling off the coast of South Carolina."
South Carolina,Henry McMaster,Republican,One final story about strong people.
South Carolina,Henry McMaster,Republican,"For two and a half days last September, Hurricane Florence stormed across North and South Carolina – battering the coast with hurricane force winds, storm surge, and massive amounts of rainfall."
South Carolina,Henry McMaster,Republican,"The winds were less than originally predicted; the water was many times worse. That rainfall sent almost Biblical amounts of water racing into and onto South Carolina, creating catastrophic flooding along the Lynches, Great Pee Dee, Little Pee Dee and Waccamaw Rivers, surpassing anything recorded in modern history. It stayed there for weeks."
South Carolina,Henry McMaster,Republican,"Access to the Grand Strand was threatened by historic, rising floodwaters poised to overtake, washout and destroy the roads and bridges into Myrtle Beach, and they did. In addition, the threat of an environmental catastrophe was now on our doorstep with the certain over-topping of the closed Santee Cooper ash pond on the edge of the Waccamaw in Conway. Thus, began a remarkable feat of cooperation, engineering, science, hydrology, technology and collaboration. Four foot tall barriers were built on both sides of US 501 at Conway, saving that vital highway from certain flooding and breech. A four foot aqua-dam was erected surrounding the eight-acre ash ponds to keep potentially deadly coal ash and toxins from flowing into the Waccamaw River and the Winyah watershed, all the way to Georgetown. And potential breeches along US 378 and state highway 9 were blunted."
South Carolina,Henry McMaster,Republican,The participants? The men and women of the Department of Transportation and the South Carolina National Guard.
South Carolina,Henry McMaster,Republican,"Secretary Christy Hall and Major General Bob Livingston, please stand and be recognized."
South Carolina,Henry McMaster,Republican,"In closing, to my friends and colleagues in the General Assembly:"
South Carolina,Henry McMaster,Republican,"All of us in this building do not wear the same jerseys, but we are still on the same team. We will work together to ensure that future generations of South Carolinians are able to keep winning and prospering."
South Carolina,Henry McMaster,Republican,"Now is the time to be bold, not bashful. Now is the time to act together. This year. Now."
South Carolina,Henry McMaster,Republican,"May God bless you, the great state of South Carolina, and the United States of America."
South Dakota,Kristi Noem,Republican,"Lieutenant Governor Rhoden, Mr. Speaker, members of the legislature, Chief Justice Gilbertson, Justices of the Supreme Court, constitutional officers, and fellow South Dakotans. It is my privilege to stand before you today to discuss the state of our state."
South Dakota,Kristi Noem,Republican,"Just 14 days ago, we turned the page not only on a new calendar year, but also on a new decade. And today, we kick-off a new legislative session. Last year, we found so many ways to work together to give greater freedoms to our people, promote our outdoor heritage, and restrict the endless expansion of government into our daily lives. This year, it is my hope that we will find even more opportunities to work together – advancing commonsense solutions to the problems we can solve on behalf of the people of this great state."
South Dakota,Kristi Noem,Republican,One of the things I was taught as a kid was that you don’t just complain about things; you work to fix them.
South Dakota,Kristi Noem,Republican,"And as this year’s session starts, we must keep in mind that we are looking, not just at the short term, but at the long term too."
South Dakota,Kristi Noem,Republican,"Fifty-nine years ago, almost to the day, President Eisenhower, in his farewell address, warned the nation to avoid the impulse of living only for today. He spoke candidly about how wrong it would be to mortgage the future of our grandchildren because it would lead to the loss of their political and spiritual heritage. He said, “We want democracy to survive for all generations to come, not to become the insolvent phantom of tomorrow.”"
South Dakota,Kristi Noem,Republican,"As you may recall in my inaugural address, I told you about my desire to be a governor for the next generation. The north star that guides my every decision is the impact a policy, a piece of legislation, or program will have, not only on South Dakotans today, but also on the next generation."
South Dakota,Kristi Noem,Republican,"I grew up with a Dad who dreamed of all four of his kids being able to stay on the family ranch if they wanted to. My vision for South Dakota is the same. We must ensure that every South Dakotan can build their life here and make a good living, so they can provide for their families and maintain our traditions and way of life. This is why I am committed to four pillars of protection for South Dakotans: keeping taxes low, limiting government regulation, fighting government intrusion, and keeping government open and honest."
South Dakota,Kristi Noem,Republican,"With a year under our belt, I’m proud to stand before you and say we accomplished a lot in 2019, and we did it all without raising taxes and without spending more than we took in. And unlike Illinois, New York, and many other states, we are seeing a net increase in our population. Why? Because Americans are looking for the opportunities that present themselves in states that encourage self-government like we do here in South Dakota."
South Dakota,Kristi Noem,Republican,"And to all the business prospects we’ve been recruiting, I’d like to make the case here and now about why you should join us in South Dakota."
South Dakota,Kristi Noem,Republican,Anyone who has spent time here realizes what great people we have in South Dakota - our work ethic and values are second to none.
South Dakota,Kristi Noem,Republican,We don't have a corporate income tax. And there’s also no business inventory tax.
South Dakota,Kristi Noem,Republican,"For our hard-working residents, we are one of the few remaining states with no personal income tax - and I am committed to keeping it that way."
South Dakota,Kristi Noem,Republican,We don't burden our citizens with a personal property tax or an inheritance tax.
South Dakota,Kristi Noem,Republican,"The taxes that we do have to fund state government are stable and predictable. In addition to my commitment to not raising taxes, our constitution requires a 2/3rd vote in both chambers to raise taxes. In short, if you’re worried about tax increases, you needn’t be – your business is safe here."
South Dakota,Kristi Noem,Republican,Government in South Dakota lives within its means. We balance our budget without accounting gimmicks or tricks.
South Dakota,Kristi Noem,Republican,"I'm proud of our AAA credit rating, and our state pension plan is fully funded. That means businesses that move here don't need to worry about surprise charges, fees, or taxes to make up for an unfunded pension plan like our neighbors in Illinois."
South Dakota,Kristi Noem,Republican,"In South Dakota, we believe in smart regulation. We roll out the red carpet, not the red tape."
South Dakota,Kristi Noem,Republican,"Our part-time legislature is one of just a few that is a true citizen legislature. Our legislators come to Pierre, tackle the problems that need to be tackled that session, and then go home to their jobs, their families, and their communities."
South Dakota,Kristi Noem,Republican,Our state parks and outdoor recreational opportunities are second to none. There's a reason we are the pheasant capital of the world.
South Dakota,Kristi Noem,Republican,"I have traveled all across this country and around the world, and I can tell you, there is no better place to operate a business and raise a family than in South Dakota."
South Dakota,Kristi Noem,Republican,"For employers and employees alike, my goal is to make sure folks across the country and around the world know that South Dakota is THE PLACE to do business. Whether you’ve owned and operated a business for four generations, or you’re looking to start or even relocate your current operation, I want my message to be crystal clear: South Dakota is OPEN for business."
South Dakota,Kristi Noem,Republican,"In the next few minutes, I’m going to walk you through some of the specifics of what we were able to accomplish this last year and what we’re looking to do in 2020 and beyond."
South Dakota,Kristi Noem,Republican,"A priority of my administration has been to open up South Dakota’s government and make it more accountable, more accessible, and the most transparent it has ever been. It was Thomas Jefferson who said the whole art of government is honesty. He was right. A government that cannot be trusted by the people is no longer serving one of the primary purposes of government: to preserve the blessings of liberty."
South Dakota,Kristi Noem,Republican,We have taken many steps over the past year to advance this important goal.
South Dakota,Kristi Noem,Republican,"As I highlighted in the budget address, we expanded the capabilities of Open.SD.Gov."
South Dakota,Kristi Noem,Republican,"We took to heart the importance of fact-based reporting as a key component of holding government accountable, so I asked for a reporter shield law and – together – we got that done."
South Dakota,Kristi Noem,Republican,"We took advantage of free technology like YouTube and Facebook Live to bring information directly into the living rooms of South Dakotans. And we are currently working with the Municipal League and local governments to find a way to get their meeting materials online like we do at the state level. In other words, we are making participation in government easier for every South Dakotan, and modern communications tools are incredibly helpful to open government in a state as large as ours."
South Dakota,Kristi Noem,Republican,"It is my desire to be the most connected governor the state has ever seen. This includes bringing my administration to every corner of the state and advocating for our great state all across the country. Over the course of this first year, we held official events in nearly 30 counties. I sat down and strategized with hundreds of business leaders. I have visited with teachers, soldiers, farmers and ranchers. And, at the request of the Department of Tourism, I helped promote South Dakota’s brand and footprint throughout the nation and globally at the Macy’s Thanksgiving Day Parade."
South Dakota,Kristi Noem,Republican,My team is also working to provide our communities – even the most remote ones – the tools they need to be connected.
South Dakota,Kristi Noem,Republican,"In America’s early days, mail was delivered via post road. The Founders thought communication was so important to the business of the people and the nation that they included a provision in the Constitution to allow for the government to establish post roads. Well today, in the modern economy, technology allows for the transportation of goods and services by way of a whole different kind of post road – the internet. We want to create an environment where people aren't forced to choose between the modern economy on the one hand, and life in their hometowns on the other. We must make sure our people can harness the latest technology to take advantage of what has become the modern equivalent of a post road."
South Dakota,Kristi Noem,Republican,"Along those lines, I stood before you last year and told you we needed to set goals as a state to bring our homes and businesses up to a satisfactory level of broadband access. I outlined a plan to do so, so that more South Dakotans than ever before could be connected to high-speed internet. I told you we couldn’t do this alone – that we had to bring industry leaders to the table to help us identify our gaps and outline a plan to bridge them."
South Dakota,Kristi Noem,Republican,Let me provide you with an update on where things stand today.
South Dakota,Kristi Noem,Republican,"In March, you approved $5 million dollars to be used as matching funds for broadband improvement. The Connect South Dakota program, which launched in May, brought in a total of $12.2 million dollars."
South Dakota,Kristi Noem,Republican,"Because the state now has a plan in place, South Dakota companies have been awarded additional points on their applications for USDA Reconnect grants. This is a federal program that provides funding for telecommunications updates. In December, this federal program awarded another $9.5 million dollars in high-speed broadband infrastructure that will create or improve connectivity for more than 1,750 homes in rural South Dakota."
South Dakota,Kristi Noem,Republican,"Combined, that means our $5 million dollars has resulted in a $25 million investment in underserved areas – touching 6,500 homes and nearly 150 businesses."
South Dakota,Kristi Noem,Republican,Let me tell you two stories about this work.
South Dakota,Kristi Noem,Republican,"In March of last year, we received a letter from a young couple, the Johnson family. They had recently built a new home in the rural area east of Dell Rapids. They built their home on farm land that has been in the family for five generations. They had all the latest technology – smart switches, smart alarms, smart thermostats – technology that would provide greater convenience and, in some cases, even insurance discounts. But there was one problem… they couldn’t use any of it because they didn’t have broadband access. They didn’t have what they needed for their career, their business, or their kids’ school work. One line from the letter that still sticks with me today is “Our daily struggles due to lack of broadband seem so ridiculous in a time when everything relies on being connected.”"
South Dakota,Kristi Noem,Republican,"There’s also the story of the Linderman family. John and Patty own the only grocery store in Timber Lake, on the Cheyenne River Reservation. The next nearest grocery story is 40 miles. They didn’t have high-speed internet either. For them, that meant they couldn’t provide their customers with credit card, debit card, or WIC and EBT payment options. They even had to do all their orders for the store somewhere else. As you can guess, they lost a lot of business. But for Patty and John, they were most heartbroken about sending away those with WIC purchases."
South Dakota,Kristi Noem,Republican,"Fast forward to the end of last year, thanks to the work of GOED, the Johnson family and Linderman business are now connected to high-speed internet."
South Dakota,Kristi Noem,Republican,"The great news is that there are 6,500 more Johnson families out there and more than 150 business’ like the Lindermans. The rural life is their preferred way of life. They want to stay on the land their grandfathers and grandmothers once farmed. They want to stay in the communities they call home. These choices should not stop them from being connected to basic technologies like high-speed internet."
South Dakota,Kristi Noem,Republican,"While $5 million didn’t fix our broadband gap overnight, it was a very strong start. More needs to be done. My hope is that we can continue to work together this legislative session to address more of our high-speed internet needs."
South Dakota,Kristi Noem,Republican,"I started out my speech with at least 10 reasons why it’s great to live and work in South Dakota. And as we focus on economic progress, let me give you some good news."
South Dakota,Kristi Noem,Republican,"Since my budget address, revenues have been slightly better than expected. What this means is that we may have extra flexibility to achieve the things we want to accomplish. My number one priority with additional, on-going money will be to provide increases to K-12 schools, providers, and state employees."
South Dakota,Kristi Noem,Republican,"In order to do this for many years to come, we must work together to find ways to grow our state’s economy. With our eyes fixed to the future, we can ensure that every South Dakotan can build their life here, get good jobs, make a living and support their families."
South Dakota,Kristi Noem,Republican,"Over the last year, I sat down with hundreds of business leaders across our state and across the country. I listened to their ideas, needs, and concerns. And I outlined where I would like our state to go this year as well as into the future for the next generation."
South Dakota,Kristi Noem,Republican,"One of the bright spots in our state’s economy over the last decade has been tourism. Despite tough weather and an up and down economy during that time, tourism has remained strong in the face of challenges and has continued to deliver good results year after year."
South Dakota,Kristi Noem,Republican,This is no small accomplishment.
South Dakota,Kristi Noem,Republican,"The tourism industry has achieved nine straight years of record growth, reaching new levels of visitors, spending, and overall impact on our state’s economy. It is truly a revenue-generating, job-creating sector for South Dakota."
South Dakota,Kristi Noem,Republican,"In 2019, tourism activity directly supported more than 37 thousand jobs and 55 thousand jobs in total. This is 8.8 percent of all jobs in the state – 1 out of every 11."
South Dakota,Kristi Noem,Republican,"Secretary Hagen has shared with me that despite the flooding and adverse weather we faced statewide in 2019, overall, the initial data his department has received is more encouraging than expected. We will be sharing more about this next week."
South Dakota,Kristi Noem,Republican,"In addition to those efforts, let me outline some of the other things we’ve been working on to grow the economy last year and update you on what we’re hoping to do in 2020."
South Dakota,Kristi Noem,Republican,"One important and emerging sector is cybersecurity. We all know that the threat of a cyber-attack is an increasing concern to individuals, businesses, and governments in every corner of the globe. In May 2019, the Economic Development Administration awarded a $1.46 million-dollar grant to Dakota State University to help establish a high-speed research network. Because it is designated as an Opportunity Zone, the investment will receive a $1.46 million-dollar match in local funds."
South Dakota,Kristi Noem,Republican,For the EDA to invest its money into Dakota State is monumental. It’s our academic leader in cybersecurity and it has been designated a Center of Academic Excellence in Cyber Operations by the National Security Agency.
South Dakota,Kristi Noem,Republican,"As I’ve said before, I want to emphasize that we have a great opportunity to capitalize on world-class talent coming out of DSU. We have a chance to lead the nation in cybersecurity. We must remember to train not only this workforce, but also to attract or create new companies here in South Dakota. Let’s keep our graduates, at home, with great jobs and a way of life they love."
South Dakota,Kristi Noem,Republican,"Of course, we all know that agriculture is the foundation of our state's economy, and we need to find ways to strengthen and broaden our ag industry."
South Dakota,Kristi Noem,Republican,"There’s no question last year was a hard year for our farmers. But when times get tough, our people stand together. South Dakotan farmers pressed on."
South Dakota,Kristi Noem,Republican,"Fortunately, 2020 looks to be different. Last month, we received the fantastic news that President Trump completed Phase One of a historic trade agreement with China. This new agreement is a win for South Dakota producers."
South Dakota,Kristi Noem,Republican,"Knowing first-hand the relentless effort that is needed to negotiate trade deals, I have a deep appreciation for our President’s leadership and commitment to mend the U.S-China trade relationship."
South Dakota,Kristi Noem,Republican,"I'm traveling to Washington to join President Trump at the White House as he signs this important agreement tomorrow. And I won't be going alone; I've asked Jerry Schmitz, a South Dakota soybean producer, and Craig Andersen, a South Dakota pork producer, to join me. We will all be there as the President locks in this new agreement and opens up new opportunities for South Dakota ag products."
South Dakota,Kristi Noem,Republican,"In 2019, we expanded our ag focus to three key areas: precision ag, production ag and value-added ag."
South Dakota,Kristi Noem,Republican,South Dakota counties that are interested in pursuing production ag or livestock development now have new opportunities. Our goal is to develop a lasting infrastructure devoted to agriculture for generations to come.
South Dakota,Kristi Noem,Republican,"Over the next 10 years, private industry, South Dakota State University, the School of Mines and Technology, and the state will partner to support research and development in bioprocessing. We must invest in the future of ag in our state, diversifying operations for our farmers, ranchers, and timber producers. Our graduates will have a deeper understanding of how biofuels and agriculture can drive change across the globe."
South Dakota,Kristi Noem,Republican,"Like cyber security, South Dakota is uniquely positioned to lead the nation in the development of bioprocessing, and I hope we can work together to support this initiative."
South Dakota,Kristi Noem,Republican,There is another area where we are already a leader – South Dakota is the pheasant capital of the world. We know success often brings imitators. Other states are pursuing that title.
South Dakota,Kristi Noem,Republican,"I stand before you today and call on every South Dakotan to get involved in the long-term preservation of our habitat. Pheasant hunting is a statewide tradition. For a century we have been the premier destination for hunters. And I want to make sure that title is ours in the century to come. With neighboring states trying to steal away our hunters, I’m calling on all of us to recognize this threat and join me in doing what it takes to improve and expand our habitat."
South Dakota,Kristi Noem,Republican,"We need to continue focusing on CRP efforts. We trapped 50 thousand predators this last year, and hopefully more people will find ways to participate in the Second Century Initiative. Though our efforts have just begun, I’m hearing from people all over the state that birds are more plentiful."
South Dakota,Kristi Noem,Republican,"I’m also pleased to announce that the bounty program we launched last year has been a success in more ways than one. Game, Fish, and Parks recently conducted a survey on South Dakotan’s perceptions of the bounty program and the results were overwhelmingly positive. We’re getting more people involved in trapping and the outdoors. Hunting, trapping, and shooting are great American traditions, fundamental to the culture and success of our state. These traditions help kids develop respect for nature, for property rights, as well as for other people."
South Dakota,Kristi Noem,Republican,"This year, Game, Fish, and Parks and the Department of Tourism will be partnering to not only ensure that people in South Dakota are enjoying their great outdoors, but also that we’re attracting others to come to our state and do the same."
South Dakota,Kristi Noem,Republican,"On a related note, in 2019, Game, Fish, and Parks began a pilot HuntSAFE program in schools across the state. The goal of the course is to teach students the responsible and safe handling of firearms as well as the values that come from being a true sportsman – values that should never be lost. We have 32 schools that are now certified to teach the program, up from just 8 schools in 2018. I’d love to see every school offer this program."
South Dakota,Kristi Noem,Republican,I talk all the time about finding ways to build up our families and a big part of that is giving people access to the tools they need to be successful.
South Dakota,Kristi Noem,Republican,Occupational licensing laws represent a burden. South Dakota is prepared to be an example of reform for the nation.
South Dakota,Kristi Noem,Republican,"Last year, I asked that Secretary Hultman at the Department of Labor and Regulation lead an extensive review of the 101 licenses required in South Dakota."
South Dakota,Kristi Noem,Republican,"Overall, South Dakota’s licensing system is in good shape, but there are many immediate actions we can take to further reduce burdens on our small business owners."
South Dakota,Kristi Noem,Republican,"In the coming weeks, we will be taking several steps toward the goal of smart regulation, including simplifying licensing."
South Dakota,Kristi Noem,Republican,We will work to decrease wait time for license approval. We will find ways to increase transparency by requiring Advisory Committees to adhere to Open Meeting Laws. We will review the complaint and disciplinary processes for all boards and commissions. And we will identify opportunities to allow reciprocity.
Tennessee,Bill Lee,Republican,Thank you very much.
Tennessee,Bill Lee,Republican,"Lieutenant Governor McNally, Speaker Sexton, Speaker Pro Tem Haile, Speaker Pro Tem Dunn, Members of the 111th General Assembly, Justices, Constitutional Officers, fellow Tennesseans:"
Tennessee,Bill Lee,Republican,It is an honor to once again be with you this evening.
Tennessee,Bill Lee,Republican,"Before I begin, Speaker Sexton, let me offer special congratulations to you on your election as Speaker."
Tennessee,Bill Lee,Republican,I am looking forward to working with you during this session and in the years ahead as we make our state a leader in the nation.
Tennessee,Bill Lee,Republican,"Last year, I stood at this podium, newly inaugurated as the 50th Governor of Tennessee."
Tennessee,Bill Lee,Republican,"It has been a rewarding year, far more rewarding than I could have ever imagined."
Tennessee,Bill Lee,Republican,"To serve Tennesseans, to help make their lives better, to help give them a better education, to help recruit and create good jobs, and to help make our state a leader in the nation, it has been a humbling and truly honorable experience."
Tennessee,Bill Lee,Republican,"To serve with you, the men and women of the General Assembly, has been a tremendous honor as well."
Tennessee,Bill Lee,Republican,"Thank you for your support during my first year, it means an awful lot to Maria and to me."
Tennessee,Bill Lee,Republican,"With all of the noise in our nation these days, whether it comes from Washington, or New York, or Hollywood, I can’t help but look across this room in Tennessee and be inspired."
Tennessee,Bill Lee,Republican,Inspired by every man and woman in this chamber who sacrifices much and who is dedicated to their beliefs and to the service of their neighbors.
Tennessee,Bill Lee,Republican,"Thank you for what you do, and I look forward to working alongside each of you this session and in the years ahead."
Tennessee,Bill Lee,Republican,Our state also has another dedicated servant here in this room tonight – our First Lady Maria Lee.
Tennessee,Bill Lee,Republican,"She has been advocating tirelessly in the past year, launching her Tennessee Serves initiative and encouraging her fellow Tennesseans to join her in serving our neighbors."
Tennessee,Bill Lee,Republican,"She’s hit the ground running, and Tennesseans have gotten to see what I’ve known for a long time."
Tennessee,Bill Lee,Republican,"Maria, I love you, and Tennessee is fortunate to have you as our First Lady."
Tennessee,Bill Lee,Republican,"My family is here, and I’m especially glad to have my mother, Ann Lee, here tonight as well."
Tennessee,Bill Lee,Republican,Thank you for being here.
Tennessee,Bill Lee,Republican,"As I begin tonight, I’d also like to thank my cabinet and my staff."
Tennessee,Bill Lee,Republican,I am proud of you all and the high level of expertise and dedication that you lend to the people of Tennessee each day.
Tennessee,Bill Lee,Republican,Thank you for your hard work - keep it going - Tennessee is counting on you.
Tennessee,Bill Lee,Republican,"Serving as your governor over the past year, I have seen a lot of good that we can be proud of."
Tennessee,Bill Lee,Republican,"In 2019, we were for the first time named the number one best fiscally managed state in the country."
Tennessee,Bill Lee,Republican,We’ve been named as the best business climate in the country.
Tennessee,Bill Lee,Republican,We’re number one in the U.S. for advanced industry job growth and the best state for small business growth.
Tennessee,Bill Lee,Republican,"In the past year, this state has garnered 108 project commitments to create 16,500 jobs and $3.6 billion of capital investment in Tennessee."
Tennessee,Bill Lee,Republican,"And while we still have more work to do on rural economic development, I’m also proud that more than half of these projects have been announced in rural counties."
Tennessee,Bill Lee,Republican,"This year, Mitsubishi, FedEx-Logistics, JNJ, Pilot.com, Hyosung, Amazon, Smile Direct, Icee, and dozens of other companies made expansions in or relocations to Tennessee."
Tennessee,Bill Lee,Republican,We are the envy of many states.
Tennessee,Bill Lee,Republican,We’re not just being noticed by our fellow southern states – we’re gaining recognition from all across the country.
Tennessee,Bill Lee,Republican,"Over the last year, I visited every county in our state for the third time, and in every place I went, I saw Tennesseans working to make our state better."
Tennessee,Bill Lee,Republican,"Tonight, we gather to celebrate the state of our state and discuss ways to continue our momentum, but you and I know the successes we enjoy belong to the 6.8 million hard-working Tennesseans who sent us here."
Tennessee,Bill Lee,Republican,"We work for the people of Tennessee, and when you get back to your districts this weekend, you can tell your bosses, the people, this: I’ve seen it with my own eyes, the state of our state is healthy and strong. So, let’s work together to keep it that way."
Tennessee,Bill Lee,Republican,"I’m proud of what we accomplished together in our first year, and I’m excited about what’s to come."
Tennessee,Bill Lee,Republican,"In education, we made kids in our schools safer when we invested $30 million new dollars to support school safety and resource officers."
Tennessee,Bill Lee,Republican,"As you know, we launched two major school choice initiatives this year as well."
Tennessee,Bill Lee,Republican,Our first independent charter school authorizer will ensure quality oversight and accountability for our state’s public charter schools.
Tennessee,Bill Lee,Republican,"We created the Tennessee Education Savings Account Program, which will serve low-income students in districts with the highest number of low-performing schools."
Tennessee,Bill Lee,Republican,Disruption is hard and sometimes controversial.
Tennessee,Bill Lee,Republican,"But we cannot expect extraordinarily different outcomes without extraordinarily different inputs, so I’m proud of these initiatives, and I look forward to their success."
Tennessee,Bill Lee,Republican,"That said, the vast majority of our students are educated in traditional public schools, and the majority of our efforts must remain focused there."
Tennessee,Bill Lee,Republican,"Through my travels this year, I’ve been in dozens of schools from one end of Tennessee to the other."
Tennessee,Bill Lee,Republican,"I always learn something when I visit with students. But, when I visit with teachers, I’m inspired."
Tennessee,Bill Lee,Republican,"In this building, we work hard to develop student-centered education policies, but out there in the classrooms is where it happens."
Tennessee,Bill Lee,Republican,"We make it law, but teachers make it happen."
Tennessee,Bill Lee,Republican,"No teacher I know does it only for the money, but you and I know a worker is worthy of their pay."
Tennessee,Bill Lee,Republican,Teaching is a calling.
Tennessee,Bill Lee,Republican,"We know it is passion that brings teachers to the classroom, but we also know our teachers deserve to be paid more for the important work they do."
Tennessee,Bill Lee,Republican,"Last year, I proposed, and you approved, more than $70 million to support increases in teacher salaries."
Tennessee,Bill Lee,Republican,"This year, I’m proposing the largest investment in K-12 teacher salaries in Tennessee history."
Tennessee,Bill Lee,Republican,"My budget sets aside $117 million additional dollars for teachers, an amount equal to a 4% increase in the state’s contribution to teacher salaries."
Tennessee,Bill Lee,Republican,We must also work harder to make teaching a more attractive profession for young people.
Tennessee,Bill Lee,Republican,We know our new teacher numbers are dropping.
Tennessee,Bill Lee,Republican,"As our economy becomes more competitive for jobs, investing in workforce development must include developing the next generation of educators."
Tennessee,Bill Lee,Republican,"Over the next two years, we will recommend moving the minimum salary schedule for teachers from $36,000 to $40,000, so that no Tennessee teacher is making less than $40,000 per year."
Tennessee,Bill Lee,Republican,This change to the salary schedule will reward teachers across the state while also making the teaching profession even more appealing to young people considering the high call of becoming an educator.
Tennessee,Bill Lee,Republican,"This year, we'll apply to create an AP education teaching course and launch a new series of grants to support district ""Grow-Your-Own"" programs that support the development of a future teacher as early as high school."
Tennessee,Bill Lee,Republican,We're also taking the “Grow-Your-Own” concept one step further.
Tennessee,Bill Lee,Republican,"My budget includes $8.5 million to support the launch of the Governor's Teaching Fellowship, an initiative that will, in conjunction with Tennessee Promise, provide a college scholarship for over 1,000 of our best and brightest as they train to become teachers."
Tennessee,Bill Lee,Republican,"One of the reasons we’re making these investments is because, when it comes to educating our children, there may be nothing more important than recruiting, retaining, and training the best teachers in America in Tennessee."
Tennessee,Bill Lee,Republican,"To our higher education leaders, I want to say thank you for the work you've put in these last several years to improve how we train the next generation of teachers."
Tennessee,Bill Lee,Republican,But we cannot afford to rest on our laurels.
Tennessee,Bill Lee,Republican,"That's why our Department of Education will be working much more closely with our schools of education, to ensure that our approach to training teachers is the best in the nation."
Tennessee,Bill Lee,Republican,"In that spirit, I’m excited to announce a first of its kind competition to develop the best teacher preparation program in the world, right here in Tennessee."
Tennessee,Bill Lee,Republican,The Tennessee Teacher and Leader Institute will solicit proposals from across the country to help launch a new initiative that will build the best educator preparation program in the nation.
Tennessee,Bill Lee,Republican,"Make no mistake: we will do whatever it takes to make Tennessee the best state in America to be a student, and that means making Tennessee the best state in America to be a teacher."
Tennessee,Bill Lee,Republican,"That means better pay, as we’ve said, but it also means better training and professional support, so that our teachers can perform at the top of their trade."
Tennessee,Bill Lee,Republican,We’re investing $4 million to support professional development opportunities for school leaders and innovative career advancement opportunities for our best-performing teachers.
Tennessee,Bill Lee,Republican,"One thing we hear from those teachers, is that many students arrive at school with a host of personal and family issues that classroom teachers don’t have the bandwidth to handle."
Tennessee,Bill Lee,Republican,"It creates a nightmare decision for the teacher - when a student is struggling, they can either stop the learning process for everyone else in the classroom to help the one student or ignore that student’s needs."
Tennessee,Bill Lee,Republican,"Indeed, our mental health challenges in schools are not just anecdotal."
Tennessee,Bill Lee,Republican,The data supports our concerns.
Tennessee,Bill Lee,Republican,"One in five children has a mental health diagnosis in a given year, and over 60% of children who receive mental health services do so in schools."
Tennessee,Bill Lee,Republican,"The youth suicide rate increased 56% in last decade, making it the second leading cause of death of young people age 10-24."
Tennessee,Bill Lee,Republican,"Scores of teachers and principals, as well as our education commissioner, have pleaded for reinforcements from the state to help schools tackle the mental health and other challenges that students bring with them into the classroom."
Tennessee,Bill Lee,Republican,"Tonight, that help is on the way."
Tennessee,Bill Lee,Republican,"First, we're expanding the outreach capacity of our Department of Mental Health, growing our school-based behavioral health liaison program from 36 counties to all 95 counties."
Tennessee,Bill Lee,Republican,"Second, I'm proposing the creation of a new reserve: a K-12 Mental Health Trust Fund of $250 million in one-time funds to support the growth and placement of mental health support services in our most-at-risk schools."
Tennessee,Bill Lee,Republican,We will seek private donations to grow the fund over time and use the earnings to make investments for years to come.
Tennessee,Bill Lee,Republican,"It is our expectation that Tennessee will lead the nation in bringing mental health support to our teachers and to our students, and we’re very proud of that."
Tennessee,Bill Lee,Republican,"In previous years, we've led the nation in other respects, particularly in student growth on our NAEP scores."
Tennessee,Bill Lee,Republican,"That achievement is due to the hard work of many in this room, as well as leaders who've come before us, and our hard-working teachers."
Tennessee,Bill Lee,Republican,"Right now, our biggest academic challenge for our students is literacy."
Tennessee,Bill Lee,Republican,"Currently, only one-third of our third graders are reading on grade level."
Tennessee,Bill Lee,Republican,"Years later, this leads to nearly three out of four students who cannot read their high school level textbooks on the first day of school."
Tennessee,Bill Lee,Republican,Literacy is the foundation for a student's educational journey.
Tennessee,Bill Lee,Republican,"And if we can’t get early childhood literacy back on track, all of our other investments and work in education will be limited."
Tennessee,Bill Lee,Republican,"This year, I'm recommending a new, comprehensive approach to literacy."
Tennessee,Bill Lee,Republican,"I'm introducing legislation to establish new, clearer standards for the training of new teachers and the development of current teachers, grounded in the evidence and science of reading, with proven methods like phonics-based instruction."
Tennessee,Bill Lee,Republican,We will ensure adequate supports and interventions for students before they reach the critical third-grade milestone.
Tennessee,Bill Lee,Republican,But moving the needle on early childhood literacy requires more than talk - that’s why I’m also proposing an additional investment of $70 million to make sure teachers have what they need to accomplish the task at hand.
Tennessee,Bill Lee,Republican,"It’s a partnership with districts that will include improved materials, ongoing professional development, and high-quality instructional tools for teachers in the classroom."
